system:index,GID_0,GID_1,NAME_0,NAME_1,VARNAME_1,noacc14,.geo,noacc19,noacc18,noacc17,noacc16,noacc15
0000b6540229192ca1b6,NGA,NGA.28_1,Nigeria,Ogun,,180906.5465,,94176.02427,94176.02427,94176.02427,94176.02427,94176.02427
0000712fa9c4693c1e70,NGA,NGA.31_1,Nigeria,Oyo,,1033277.502,,716361.4501,716361.4501,716361.4501,716361.4501,716361.4501
00008754aea269f091a6,NGA,NGA.24_1,Nigeria,Kwara,,140042.887,,260836.7333,260836.7333,260836.7333,260836.7333,260836.7333
0000cff2cf340fc25c68,NGA,NGA.27_1,Nigeria,Niger,,299353.3601,,415665.4246,415665.4246,415665.4246,415665.4246,415665.4246
000086db067f7e7fba7a,NGA,NGA.22_1,Nigeria,Kebbi,,563966.7831,,584472.3087,584472.3087,584472.3087,584472.3087,584472.3087
0000ade5866d5f103b3e,NGA,NGA.30_1,Nigeria,Osun,,484056.5567,,402054.7906,402054.7906,402054.7906,402054.7906,402054.7906
00009ee63f56e1377cab,NGA,NGA.13_1,Nigeria,Ekiti,,610079.111,,412181.0478,412181.0478,412181.0478,412181.0478,412181.0478
0000e5b6f385e54dee20,NGA,NGA.29_1,Nigeria,Ondo,,1059952.742,,906814.0754,906814.0754,906814.0754,906814.0754,906814.0754
000078a6d5139a28657b,NGA,NGA.25_1,Nigeria,Lagos,,54064.86943,,4259.612102,4259.612102,4259.612102,4259.612102,4259.612102
0000f25430d07d644919,NGA,NGA.12_1,Nigeria,Edo,,213287.0938,,259134.2144,259134.2144,259134.2144,259134.2144,259134.2144
000015f1463bd1f68b4a,NGA,NGA.10_1,Nigeria,Delta,,403366.058,,174283.0935,174283.0935,174283.0935,174283.0935,174283.0935
00009115dd65a31ef699,NGA,NGA.6_1,Nigeria,Bayelsa,,178743.5752,,85332.27922,85332.27922,85332.27922,85332.27922,85332.27922
00009184c4657478a4b9,NGA,NGA.33_1,Nigeria,Rivers,,186462.5988,,68735.85893,68735.85893,68735.85893,68735.85893,68735.85893
0000e770a4f2ecd14d9b,NGA,NGA.17_1,Nigeria,Imo,,1011991.799,,1436596.861,1436596.861,1436596.861,1436596.861,1436596.861
00004dacbba479e051a8,NGA,NGA.1_1,Nigeria,Abia,,472061.2635,,556538.3088,556538.3088,556538.3088,556538.3088,556538.3088
00008ee1c94c90c48916,NGA,NGA.3_1,Nigeria,Akwa Ibom,,638029.5323,,899008.5955,899008.5955,899008.5955,899008.5955,899008.5955
000025950f8a4f09b20e,NGA,NGA.4_1,Nigeria,Anambra,,896427.2266,,424341.634,424341.634,424341.634,424341.634,424341.634
0000e4ad2f108d44f954,NGA,NGA.14_1,Nigeria,Enugu,,514511.7025,,418358.144,418358.144,418358.144,418358.144,418358.144
000021ade234a37404fd,NGA,NGA.11_1,Nigeria,Ebonyi,,621736.5516,,591721.7415,591721.7415,591721.7415,591721.7415,591721.7415
00000edfd9a2dec946f5,NGA,NGA.23_1,Nigeria,Kogi,,888564.9209,,887308.0851,887308.0851,887308.0851,887308.0851,887308.0851
0000b99916543198cba5,NGA,NGA.7_1,Nigeria,Benue,,542942.2608,,440912.7909,440912.7909,440912.7909,440912.7909,440912.7909
0000d615e344d505bdad,NGA,NGA.19_1,Nigeria,Kaduna,,942777.4056,,748810.3821,748810.3821,748810.3821,748810.3821,748810.3821
000068e36c33a400b1bc,NGA,NGA.15_1,Nigeria,Federal Capital Territory,Abuja,80502.07322,,81879.2655,81879.2655,81879.2655,81879.2655,81879.2655
000079725cdea9eed340,NGA,NGA.26_1,Nigeria,Nassarawa,,217928.9537,,227945.8328,227945.8328,227945.8328,227945.8328,227945.8328
000041ceb852bfc04df8,NGA,NGA.35_1,Nigeria,Taraba,,359690.1055,,348606.3801,348606.3801,348606.3801,348606.3801,348606.3801
0000526b9b71ecf80b29,NGA,NGA.32_1,Nigeria,Plateau,,500197.3447,,410490.0082,410490.0082,410490.0082,410490.0082,410490.0082
000063fe1d1a23b39d35,NGA,NGA.5_1,Nigeria,Bauchi,,588166.9324,,871623.0661,871623.0661,871623.0661,871623.0661,871623.0661
00002e1b6109afe4e5a6,CMR,CMR.6_1,Cameroon,Nord-Ouest,North-West,569490.847,,625401.1612,625401.1612,625401.1612,625401.1612,625401.1612
0000270f8a94f0b1bede,CMR,CMR.9_1,Cameroon,Sud-Ouest,South-West,184703.314,,244873.8574,244873.8574,244873.8574,244873.8574,244873.8574
0000b8d8b4dafdd5cb20,NGA,NGA.9_1,Nigeria,Cross River,,622409.0104,,715769.4897,715769.4897,715769.4897,715769.4897,715769.4897
000098adef4a4a4b4374,CMR,CMR.5_1,Cameroon,Littoral,Litoral,38300.75572,,23077.94302,23077.94302,23077.94302,23077.94302,23077.94302
00001a9f7acc9d636a36,CMR,CMR.8_1,Cameroon,Ouest,West,457934.1111,,274947.6255,274947.6255,274947.6255,274947.6255,274947.6255
000025e4597069f682cb,CMR,CMR.2_1,Cameroon,Centre,Central,19376.53364,,12491.97249,12491.97249,12491.97249,12491.97249,12491.97249
00001f45d6db090bbc04,CMR,CMR.10_1,Cameroon,Sud,South,26798.57281,,28242.8646,28242.8646,28242.8646,28242.8646,28242.8646
00006e537bac334198a5,GNQ,GNQ.3_1,Equatorial Guinea,Bioko Sur,,0,,0,0,0,0,0
0000b7fdc0aaa2e865d2,GNQ,GNQ.2_1,Equatorial Guinea,Bioko Norte,,0,,0,0,0,0,0
00002773999585dc88f9,STP,STP.1_1,SÃ£o TomÃ© and PrÃ­ncipe,PrÃ­ncipe,,0,,0,0,0,0,0
00003df978464a208432,STP,STP.2_1,SÃ£o TomÃ© and PrÃ­ncipe,SÃ£o TomÃ©,,0,,0,0,0,0,0
00008a0fa9a54731760c,GNQ,GNQ.6_1,Equatorial Guinea,Litoral,,333.2992859,,537.9820819,537.9820819,537.9820819,537.9820819,537.9820819
00007786a6b8d88b1157,GNQ,GNQ.4_1,Equatorial Guinea,Centro Sur,,0,,0,0,0,0,0
0000ae383ea50e31a5ea,GNQ,GNQ.5_1,Equatorial Guinea,KiÃ©-Ntem,,166.3098348,,47.29507361,47.29507361,47.29507361,47.29507361,47.29507361
00001be814d4348d6623,GNQ,GNQ.7_1,Equatorial Guinea,Wele-Nzas,,0,,0,0,0,0,0
0000eecc58c60e2bfd69,GAB,GAB.1_1,Gabon,Estuaire,,7316.305163,,183.8817801,183.8817801,183.8817801,183.8817801,183.8817801
00007604878cfa58acee,GAB,GAB.9_1,Gabon,Wouleu-Ntem,Woleu-Ntem,0,,0,0,0,0,0
0000f2b17ebd3fdc302b,GAB,GAB.3_1,Gabon,Moyen-OgoouÃ©,,0,,0,0,0,0,0
00007134e2b791339504,GAB,GAB.6_1,Gabon,OgoouÃ©-Ivindo,,565.2905235,,0,0,0,0,0
000013a1583ca0b59341,GAB,GAB.7_1,Gabon,OgoouÃ©-Lolo,,0,,0,0,0,0,0
000041c448437b95f5ec,GAB,GAB.2_1,Gabon,Haut-OgoouÃ©,,1395.355079,,194.0219698,194.0219698,194.0219698,194.0219698,194.0219698
0000063786ee96409859,COG,COG.12_1,Republic of Congo,Sangha,,17225.82701,,15950.52967,15950.52967,15950.52967,15950.52967,15950.52967
00006b5c161efe44295d,CMR,CMR.3_1,Cameroon,Est,East,78239.92629,,84855.5551,84855.5551,84855.5551,84855.5551,84855.5551
000000ac1361b5268e55,CAF,CAF.8_1,Central African Republic,MambÃ©rÃ©-KadÃ©Ã¯,Haute-Sangha|MambÃ©rÃ© KadÃ©i,215542.8178,,195075.0508,195075.0508,195075.0508,195075.0508,195075.0508
00000ee5809a36127e9b,CAF,CAF.16_1,Central African Republic,Sangha-MbaÃ©rÃ©,Sangha|Sangha-Ã‰conomique|Sangha M'baÃ©rÃ©,76052.58761,,80172.93811,80172.93811,80172.93811,80172.93811,80172.93811
000029a251a27e50f87f,COG,COG.7_1,Republic of Congo,Likouala,,229018.1686,,232537.6754,232537.6754,232537.6754,232537.6754,232537.6754
000089c112fea7ff3c93,COG,COG.3_1,Republic of Congo,Cuvette-Ouest,,15612.80653,,59684.33344,59684.33344,59684.33344,59684.33344,59684.33344
000079303b39afc72ba2,COG,COG.4_1,Republic of Congo,Cuvette,,1747.685024,,11400.95419,11400.95419,11400.95419,11400.95419,11400.95419
00000595878e537e44ad,COD,COD.2_1,Democratic Republic of the Congo,Ã‰quateur,,630847.3047,,680974.5307,680974.5307,680974.5307,680974.5307,680974.5307
00003974b6f6c2b66948,COD,COD.23_1,Democratic Republic of the Congo,Sud-Ubangi,,883486.8687,,1024099.673,1024099.673,1024099.673,1024099.673,1024099.673
00001efd85635b94235a,COD,COD.18_1,Democratic Republic of the Congo,Mongala,,510388.2283,,582709.9635,582709.9635,582709.9635,582709.9635,582709.9635
0000b4e3f1564d04371a,COD,COD.26_1,Democratic Republic of the Congo,Tshuapa,,201050.7249,,236316.3232,236316.3232,236316.3232,236316.3232,236316.3232
0000c93131fce0830cee,COD,COD.25_1,Democratic Republic of the Congo,Tshopo,,547575.7502,,633990.2899,633990.2899,633990.2899,633990.2899,633990.2899
0000b1f4aa4fb61d2348,COD,COD.20_1,Democratic Republic of the Congo,Nord-Ubangi,,318487.3989,,442902.9829,442902.9829,442902.9829,442902.9829,442902.9829
0000a040890be13281d7,COD,COD.1_1,Democratic Republic of the Congo,Bas-UÃ©lÃ©,,439537.2922,,518594.2148,518594.2148,518594.2148,518594.2148,518594.2148
00001ad59ec040f20dcf,CAF,CAF.3_1,Central African Republic,Basse-Kotto,,41701.28819,,50219.63796,50219.63796,50219.63796,50219.63796,50219.63796
00001520d603a4543923,CAF,CAF.9_1,Central African Republic,Mbomou,M'Bomou,69717.26279,,68977.77399,68977.77399,68977.77399,68977.77399,68977.77399
0000daf335a5637b156f,CAF,CAF.13_1,Central African Republic,Ouaka,,93349.66586,,61864.03473,61864.03473,61864.03473,61864.03473,61864.03473
00007c6081bc29fffecc,CAF,CAF.12_1,Central African Republic,Ombella-M'Poko,Ombella-Mpoko|Ombella-Mpoko|Ombelle Mpoko,84727.78113,,66022.40419,66022.40419,66022.40419,66022.40419,66022.40419
00005d43643478cab468,CAF,CAF.7_1,Central African Republic,Lobaye,,128797.1578,,135191.2956,135191.2956,135191.2956,135191.2956,135191.2956
00003e6190ed677a4eab,CAF,CAF.2_1,Central African Republic,Bangui,,252.0673082,,0,0,0,0,0
00006e02d41522947da6,CAF,CAF.15_1,Central African Republic,Ouham,,144218.2087,,133922.7948,133922.7948,133922.7948,133922.7948,133922.7948
0000c3db4d2a7c0a750b,CAF,CAF.14_1,Central African Republic,Ouham-PendÃ©,,117778.4562,,115724.0986,115724.0986,115724.0986,115724.0986,115724.0986
00005bf3c3cfea95170f,CAF,CAF.6_1,Central African Republic,KÃ©mo,KÃ©mo-Gribingui|KÃ©mo-Ibingui,49855.4996,,51512.34072,51512.34072,51512.34072,51512.34072,51512.34072
0000bcc5b7361d8466f0,CAF,CAF.10_1,Central African Republic,Nana-GrÃ©bizi,Nana-Gribingui|Gribingui|Gribingui-Ã‰conomique|Ibingui|Nana Gribizi,25979.7476,,13932.01235,13932.01235,13932.01235,13932.01235,13932.01235
00009d106bf3c7348814,CAF,CAF.5_1,Central African Republic,Haute-Kotto,,57489.7677,,15199.61257,15199.61257,15199.61257,15199.61257,15199.61257
000078f95389c40d7aa6,CAF,CAF.1_1,Central African Republic,Bamingui-Bangoran,Bamingui-Bangora|N'DÃ©lÃ©|NdÃ©lÃ©,16193.90698,,8091.844163,8091.844163,8091.844163,8091.844163,8091.844163
000017fa49bf878f0495,CAF,CAF.17_1,Central African Republic,Vakaga,Birao,12746.94596,,13495.39203,13495.39203,13495.39203,13495.39203,13495.39203
0000822373c7d739bb1d,TCD,TCD.18_1,Chad,Salamat,,57484.72391,,53196.88075,53196.88075,53196.88075,53196.88075,53196.88075
0000669ff2dd5fd626c5,TCD,TCD.16_1,Chad,Moyen-Chari,,99510.31924,,93142.42284,93142.42284,93142.42284,93142.42284,93142.42284
00005c4bd53a55ca76b7,TCD,TCD.7_1,Chad,GuÃ©ra,Guera|Baguirmi,33620.74612,,24571.39856,24571.39856,24571.39856,24571.39856,24571.39856
0000dc4f8859096f9183,TCD,TCD.13_1,Chad,Mandoul,,122084.518,,108511.8912,108511.8912,108511.8912,108511.8912,108511.8912
0000e16bba014f27175a,TCD,TCD.12_1,Chad,Logone Oriental,Logone-Oriental,71026.11402,,81583.15334,81583.15334,81583.15334,81583.15334,81583.15334
0000acef020b7017401c,TCD,TCD.11_1,Chad,Logone Occidental,Logone-Occidental,91285.00282,,97148.19795,97148.19795,97148.19795,97148.19795,97148.19795
00003e7e5c9b2223d7ed,TCD,TCD.20_1,Chad,TandjilÃ©,Tandjile,98717.23825,,102873.5836,102873.5836,102873.5836,102873.5836,102873.5836
0000b4384a316e0e38e0,TCD,TCD.4_1,Chad,Chari-Baguirmi,,40389.1043,,30058.31647,30058.31647,30058.31647,30058.31647,30058.31647
000059cfee45c012798d,TCD,TCD.14_1,Chad,Mayo-Kebbi Est,,72441.80033,,73058.80636,73058.80636,73058.80636,73058.80636,73058.80636
000098ab3a5abe215e6d,TCD,TCD.15_1,Chad,Mayo-Kebbi Ouest,,95189.69258,,97132.04499,97132.04499,97132.04499,97132.04499,97132.04499
00003af4f9497d8f16c6,CMR,CMR.4_1,Cameroon,ExtrÃªme-Nord,Extreme-North,466206.3893,,465956.4245,465956.4245,465956.4245,465956.4245,465956.4245
00007c35f4157aa5ba83,CMR,CMR.7_1,Cameroon,Nord,North,237816.04,,196069.6294,196069.6294,196069.6294,196069.6294,196069.6294
0000ada3abdf7978211d,CMR,CMR.1_1,Cameroon,Adamaoua,Adamoua|Adamaua|Adamawa,86499.13808,,111932.3185,111932.3185,111932.3185,111932.3185,111932.3185
000046b4e30b2e3200e3,CAF,CAF.11_1,Central African Republic,Nana-MambÃ©rÃ©,Bouar-Baboua|Buar-Baboua|Nana NambÃ©rÃ©,79625.06914,,62538.90107,62538.90107,62538.90107,62538.90107,62538.90107
00000867a59d56218d59,NGA,NGA.2_1,Nigeria,Adamawa,,963294.0011,,629300.5629,629300.5629,629300.5629,629300.5629,629300.5629
000073643076e8624903,NGA,NGA.8_1,Nigeria,Borno,,1313167.308,,1337178.829,1337178.829,1337178.829,1337178.829,1337178.829
000009270cb3ea6b09f7,NGA,NGA.16_1,Nigeria,Gombe,,248835.9441,,347218.1955,347218.1955,347218.1955,347218.1955,347218.1955
0000b23f872544d8fbf4,NGA,NGA.36_1,Nigeria,Yobe,,350118.0222,,220504.4099,220504.4099,220504.4099,220504.4099,220504.4099
00001dc71b8047efc22f,NER,NER.2_1,Niger,Diffa,,29245.41092,,34961.76969,34961.76969,34961.76969,34961.76969,34961.76969
00006681547ff8353236,NER,NER.8_1,Niger,Zinder,,281575.9741,,292519.7026,292519.7026,292519.7026,292519.7026,292519.7026
000020579476e8fc7563,TCD,TCD.10_1,Chad,Lac,,20407.6056,,15151.27297,15151.27297,15151.27297,15151.27297,15151.27297
0000b9fc837d7ca3cf54,TCD,TCD.8_1,Chad,Hadjer-Lamis,,74532.05289,,74365.08154,74365.08154,74365.08154,74365.08154,74365.08154
00007ab78b732c2af994,TCD,TCD.9_1,Chad,Kanem,,17366.75368,,21719.57922,21719.57922,21719.57922,21719.57922,21719.57922
0000acf66acc0cd20e98,TCD,TCD.1_1,Chad,Barh el Ghazel,,19390.57293,,4234.620304,4234.620304,4234.620304,4234.620304,4234.620304
00009570f0b01a3a9075,TCD,TCD.22_1,Chad,Ville de N'Djamena,N'Djamena,668.5729056,,59.24998788,59.24998788,59.24998788,59.24998788,59.24998788
0000fd665106236d84ac,TCD,TCD.2_1,Chad,Batha,,39535.07988,,48119.24471,48119.24471,48119.24471,48119.24471,48119.24471
000039b02c55bd96ec33,TCD,TCD.19_1,Chad,Sila,,11429.04909,,14066.56159,14066.56159,14066.56159,14066.56159,14066.56159
000019d7bb4523a554e0,SDN,SDN.4_1,Sudan,Central Darfur,Zalingei,421119.4591,,440160.4539,440160.4539,440160.4539,440160.4539,440160.4539
00000db0de341657ccbf,SDN,SDN.16_1,Sudan,West Darfur,DÄrfÅ«r al GharbÄ«yah|Gharb DÄrfÅ«r,316824.2462,,385077.9065,385077.9065,385077.9065,385077.9065,385077.9065
0000aba16bfdbc7762f5,TCD,TCD.17_1,Chad,OuaddaÃ¯,Ouaddai|OuadaÃ¯,17969.52576,,19451.90416,19451.90416,19451.90416,19451.90416,19451.90416
0000ac555ceadbca493a,TCD,TCD.23_1,Chad,Wadi Fira,Biltine,71217.5512,,83112.56315,83112.56315,83112.56315,83112.56315,83112.56315
0000c527587703b8d914,TCD,TCD.3_1,Chad,Borkou,Borkou,42830.287,,25775.92686,25775.92686,25775.92686,25775.92686,25775.92686
0000e2a2691bad497596,TCD,TCD.6_1,Chad,Ennedi Ouest,,12215.81775,,14256.15962,14256.15962,14256.15962,14256.15962,14256.15962
0000616bfaf1685914e3,TCD,TCD.5_1,Chad,Ennedi Est,,22552.44131,,26319.25344,26319.25344,26319.25344,26319.25344,26319.25344
000072b78f2a0fbc9dba,LBY,LBY.6_1,Libya,Al Kufrah,al-Kufra|Kufra|Kofra|Cufra,0,,0,0,0,0,0
0000225b57fcce60d28e,TCD,TCD.21_1,Chad,Tibesti,,9.366615205,,10.93107021,10.93107021,10.93107021,10.93107021,10.93107021
00004b1e7457bc4c7322,NER,NER.1_1,Niger,Agadez,AgadÃ¨s,5548.290935,,2072.636995,2072.636995,2072.636995,2072.636995,2072.636995
0000ab8f0af795ee1bc1,DZA,DZA.41_1,Algeria,Tamanghasset,Tamanrasset|Tamenghasset|Tamenghest|Fort Laperrine,0,,0,0,0,0,0
000079b624a9c01dd811,NER,NER.6_1,Niger,Tahoua,,159024.3047,,167259.531,167259.531,167259.531,167259.531,167259.531
000073023c8fcb4586e2,NER,NER.4_1,Niger,Maradi,,349815.2613,,379887.5421,379887.5421,379887.5421,379887.5421,379887.5421
0000d86aa1085ab294b8,NGA,NGA.18_1,Nigeria,Jigawa,,859618.5224,,663211.9714,663211.9714,663211.9714,663211.9714,663211.9714
0000723d38fb21273cc9,NGA,NGA.20_1,Nigeria,Kano,,2842896.678,,2012426.111,2012426.111,2012426.111,2012426.111,2012426.111
0000610b5ea69a267710,NGA,NGA.21_1,Nigeria,Katsina,,1746626.57,,1302002.008,1302002.008,1302002.008,1302002.008,1302002.008
0000d94d8a3f00e63790,NGA,NGA.34_1,Nigeria,Sokoto,,1455546.198,,1259134.686,1259134.686,1259134.686,1259134.686,1259134.686
0000012b8844096096cb,NGA,NGA.37_1,Nigeria,Zamfara,,877670.9352,,726612.4204,726612.4204,726612.4204,726612.4204,726612.4204
00008f769bcd71d9168b,NER,NER.7_1,Niger,TillabÃ©ry,TillabÃ©ri,138755.7421,,122103.1506,122103.1506,122103.1506,122103.1506,122103.1506
0000ebf638a08a7e99f6,NER,NER.3_1,Niger,Dosso,,163279.3465,,156435.894,156435.894,156435.894,156435.894,156435.894
00004e20811d771dfc39,NER,NER.5_1,Niger,Niamey,,4120.020477,,0,0,0,0,0
00006d54606fae2ab48b,DZA,DZA.33_1,Algeria,Ouargla,Wargla,0,,0,0,0,0,0
000032eaad687ee5d47a,DZA,DZA.22_1,Algeria,Illizi,Polignac|Fort Polignac|Ilizi,0,,0,0,0,0,0
000045bd7f6e424ee3b6,LBY,LBY.14_1,Libya,Ghat,Gat,0,,0,0,0,0,0
00000666f5049f471c75,LBY,LBY.22_1,Libya,Wadi ash Shati',Wadi Al Shatii|Shati|Wadi ash-Shati'| WÄdÄ« aÅ¡ Å Äá¹­i'| AÅ¡ Å Äá¹­i',0,,0,0,0,0,0
0000251b3b814e8b4c40,LBY,LBY.17_1,Libya,Nalut,NÄlÅ«t|Nalut LalÅ«t,0,,0,0,0,0,0
0000d8a5d00b3984a451,TUN,TUN.21_1,Tunisia,Tataouine,Foum Tataouine|Tatahouine|Tatuine|TaÅ£ÄwÄ«n,0,,0,0,0,0,0
00005a323f59aa68627a,DZA,DZA.18_1,Algeria,El Oued,El Ouadi|El Wad,0,,0,0,0,0,0
0000638ca12d418af567,TUN,TUN.10_1,Tunisia,Kebili,Kebilli|Qbili|QibilÄ«,0,,0,0,0,0,0
0000600e936d1cf4d96a,TUN,TUN.5_1,Tunisia,GabÃ¨s,QÄbis|GabÄs,0,,0,0,0,0,0
00009b68f023a9d83a6d,TUN,TUN.14_1,Tunisia,MÃ©denine,MadanÄ«yÄ«n|MadanÄ«n|Medenin,0,,0,0,0,0,0
000077cb5b6e52d1523e,TUN,TUN.6_1,Tunisia,Gafsa,Gafá¹£ah|Qafá¹£ah,0,,0,0,0,0,0
0000ecc0283050adfab3,TUN,TUN.22_1,Tunisia,Tozeur,Tawzar|Touzar|TÅ«zar,0,,0,0,0,0,0
0000ed58bb4c157a03d5,DZA,DZA.42_1,Algeria,TÃ©bessa,Tbessa,0,,0,0,0,0,0
0000ce71371588120c0b,DZA,DZA.24_1,Algeria,Khenchela,Khenchela,0,,0,0,0,0,0
0000dc15b0a6faf9b3df,DZA,DZA.9_1,Algeria,Biskra,Beskra,0,,0,0,0,0,0
0000e12cf1ae0d51448a,DZA,DZA.16_1,Algeria,Djelfa,El Djelfa,0,,0,0,0,0,0
0000c27c4952db688c5f,DZA,DZA.25_1,Algeria,Laghouat,,0,,0,0,0,0,0
0000b688dfb6c128e5bf,DZA,DZA.20_1,Algeria,GhardaÃ¯a,GhardaSa|Gharday,0,,0,0,0,0,0
0000bbea01cd13303cf0,DZA,DZA.26_1,Algeria,M'Sila,Msila,0,,0,0,0,0,0
0000943b12b8c39b3cc1,DZA,DZA.43_1,Algeria,Tiaret,Tendouf|Tihert,0,,0,0,0,0,0
0000dc32ed271907eadf,DZA,DZA.35_1,Algeria,Relizane,Ghelizane|Ghilizane,0,,0,0,0,0,0
00003a746016ffd32728,DZA,DZA.14_1,Algeria,Chlef,El Asnam|OrlÃ©ansville|Ech Cheliff,0,,0,0,0,0,0
000094fef22cbfa30171,DZA,DZA.46_1,Algeria,Tissemsilt,Vialar,0,,0,0,0,0,0
0000e643484d37b3de29,DZA,DZA.2_1,Algeria,AÃ¯n Defla,Ain Dafla,0,,0,0,0,0,0
00007942eaae7537625b,DZA,DZA.45_1,Algeria,Tipaza,Tibaza| Tefessedt,0,,0,0,0,0,0
00009c8d53095e02ad48,DZA,DZA.28_1,Algeria,MÃ©dÃ©a,El Mediyya|Lemdiyya,0,,0,0,0,0,0
0000fd92a0984f8894cc,DZA,DZA.6_1,Algeria,Batna,,0,,0,0,0,0,0
000097566aa1aa72faab,DZA,DZA.11_1,Algeria,Bordj Bou ArrÃ©ridj,Borjbouarirej|Bordi Bou Arreridj,0,,0,0,0,0,0
0000abed7ab41e008a53,DZA,DZA.37_1,Algeria,SÃ©tif,Stif,0,,0,0,0,0,0
00007390ac61ad72879a,DZA,DZA.12_1,Algeria,Bouira,,0,,0,0,0,0,0
0000502c37f0d0f0c8fa,DZA,DZA.47_1,Algeria,Tizi Ouzou,Tizi-ouzou|Tizi Wezzu,0,,0,0,0,0,0
0000976df98db45d0aae,DZA,DZA.8_1,Algeria,BÃ©jaÃ¯a,Bougie|Bedjaya|Bidjaia|Bugia|Bujia,0,,0,0,0,0,0
0000afbe9b4e6287b790,DZA,DZA.13_1,Algeria,BoumerdÃ¨s,Boumerdas,0,,0,0,0,0,0
000086624089902bb150,DZA,DZA.4_1,Algeria,Alger,Algeri|Algiers|Algier|al-Jazair|al-Djazair|El DjazaÃ¯r|Argel|Dzayer|DjezaÃ¯r,0,,0,0,0,0,0
00005d867b16841d08f3,DZA,DZA.10_1,Algeria,Blida,El BoulaÃ¯da|Al-Boulaida,0,,0,0,0,0,0
0000d85ec622a343b2e0,TUN,TUN.16_1,Tunisia,Nabeul,Cap Bon|Nabil|NÄbol|NÄbul,0,,0,0,0,0,0
00005a18aaf54dfbc4c0,TUN,TUN.23_1,Tunisia,Tunis,Tounis|Tunis City|TÅ«nus|TÃºnez|TÃºnis|Tunisi|TÅ«nis,0,,0,0,0,0,0
000008af31f7681b08b3,TUN,TUN.1_1,Tunisia,Ariana,Al AryiÄnah|L'Ariana|Tunis Ariana|Al AryÄnah,0,,0,0,0,0,0
0000ccbeb18d65d60dde,TUN,TUN.4_1,Tunisia,Bizerte,BanzartBanzart|Bensert|Binzart|Biserta|Bizerta,0,,0,0,0,0,0
0000e1fb3aee3a85f643,TUN,TUN.13_1,Tunisia,Manubah,,0,,0,0,0,0,0
0000458454fa012d081e,TUN,TUN.2_1,Tunisia,BÃ©ja,BÄjah|BÃ©ja,0,,0,0,0,0,0
00006b8fb69094d00003,TUN,TUN.7_1,Tunisia,Jendouba,JendoÃ»bah|Jenduba|Jondouba|JundÅ«bah|Souk-El-Arba|Dschunduba,0,,0,0,0,0,0
